ids,label,COIPLUS Description,LCF CODE,Description,Divisional Code,Divisional Description,documents
356,20.5.1.1.4,Money set aside for payment of bills,20.5.1.1.4,            Money set aside for bills,20,Non-consumption expenditure,"Money set aside for payment of bills,             Money set aside for bills, Non-consumption expenditure"
357,20.5.1.1.5,Superannuation deduct subsidiary employee job,20.5.1.1.5,            Superannuation deduct subsidiary employee job,20,Non-consumption expenditure,"Superannuation deduct subsidiary employee job,             Superannuation deduct subsidiary employee job, Non-consumption expenditure"
358,20.5.1.1.6,Widow's/Dependant's/ Orphan's fund,20.5.1.1.6,            Widows/Dependents/Orphans Fund,20,Non-consumption expenditure,"Widow's/Dependant's/ Orphan's fund,             Widows/Dependents/Orphans Fund, Non-consumption expenditure"
359,20.5.2.1.1,Money to other spenders ie to adults inside the household,20.5.2.1.1,            Money to other spenders ie adults inside the household,20,Non-consumption expenditure,"Money to other spenders ie to adults inside the household,             Money to other spenders ie adults inside the household, Non-consumption expenditure"
360,20.5.2.1.2,Money given to children for specific purposes: pocket money,20.5.2.1.2,            Money to children for a specific purpose - pocket money,20,Non-consumption expenditure,"Money given to children for specific purposes: pocket money,             Money to children for a specific purpose - pocket money, Non-consumption expenditure"
361,20.5.2.1.3,Money given to children for specific purposes: school dinner,20.5.2.1.3,            Money to children for a specific purpose - school dinner and other school food ,20,Non-consumption expenditure,"Money given to children for specific purposes: school dinner,             Money to children for a specific purpose - school dinner and other school food , Non-consumption expenditure"
362,20.5.2.1.4,Money given to children for specific purposes: school travel,20.5.2.1.4,"            Money to children for a specific purpose - school travel eg bus fare, train fare",20,Non-consumption expenditure,"Money given to children for specific purposes: school travel,             Money to children for a specific purpose - school travel eg bus fare, train fare, Non-consumption expenditure"
363,20.5.2.1.5,Money given to children for specific purposes: other,20.5.2.1.5,"            Money to children for a specific purpose - other eg for school club, bus fare (not to school)",20,Non-consumption expenditure,"Money given to children for specific purposes: other,             Money to children for a specific purpose - other eg for school club, bus fare (not to school), Non-consumption expenditure"
364,20.5.2.1.6,Cash gifts to children (ie no specific purpose),20.5.2.1.6,            Cash gifts to children (ie no specific purpose),20,Non-consumption expenditure,"Cash gifts to children (ie no specific purpose),             Cash gifts to children (ie no specific purpose), Non-consumption expenditure"
365,20.5.2.2.1,Money given to those outside the household,20.5.2.2.1,            Money given to those outside the household,20,Non-consumption expenditure,"Money given to those outside the household,             Money given to those outside the household, Non-consumption expenditure"
366,20.5.2.2.2,Present - not specified,20.5.2.2.2,            Present - not specified,20,Non-consumption expenditure,"Present - not specified,             Present - not specified, Non-consumption expenditure"
367,20.5.2.2.3,Charitable donations and subscriptions,20.5.2.2.3,            Charitable donations & subscriptions,20,Non-consumption expenditure,"Charitable donations and subscriptions,             Charitable donations & subscriptions, Non-consumption expenditure"
368,20.5.2.2.4,Money sent abroad,20.5.2.2.4,            Money sent abroad,20,Non-consumption expenditure,"Money sent abroad,             Money sent abroad, Non-consumption expenditure"
369,20.5.2.2.5,Maintenance or separation allowance,20.5.2.2.5,            Maintenance or separation allowance,20,Non-consumption expenditure,"Maintenance or separation allowance,             Maintenance or separation allowance, Non-consumption expenditure"
370,20.5.3.1.1,"Credit, charge, store card account payment",20.5.3.1.1,"            Credit, charge, store card account payment",20,Non-consumption expenditure,"Credit, charge, store card account payment,             Credit, charge, store card account payment, Non-consumption expenditure"
371,20.5.3.1.2,"Credit, charge, store card interest payment",20.5.3.1.2,"            Credit, charge, store card interest payment",20,Non-consumption expenditure,"Credit, charge, store card interest payment,             Credit, charge, store card interest payment, Non-consumption expenditure"
372,20.5.3.1.3,Loan instalment payment,20.5.3.1.3,            Loan instalment payment,20,Non-consumption expenditure,"Loan instalment payment,             Loan instalment payment, Non-consumption expenditure"
373,20.5.3.1.4,Hire purchase instalment payment,20.5.3.1.4,            Hire purchase instalment payment,20,Non-consumption expenditure,"Hire purchase instalment payment,             Hire purchase instalment payment, Non-consumption expenditure"
374,20.5.3.1.5,Club instalment payment,20.5.3.1.5,            Club instalment payment,20,Non-consumption expenditure,"Club instalment payment,             Club instalment payment, Non-consumption expenditure"
375,20.5.3.1.6,Pay off loan to clear other debt,20.5.3.1.6,            Pay off loan to clear other debt,20,Non-consumption expenditure,"Pay off loan to clear other debt,             Pay off loan to clear other debt, Non-consumption expenditure"
376,20.5.4.1.1,Income tax payment,20.5.4.1.1,            Income tax payment,20,Non-consumption expenditure,"Income tax payment,             Income tax payment, Non-consumption expenditure"
377,20.5.4.1.2,National insurance contribution,20.5.4.1.2,            National insurance contribution,20,Non-consumption expenditure,"National insurance contribution,             National insurance contribution, Non-consumption expenditure"
378,20.5.5.1.1,"Household items and bills, overdrafts",20.5.5.1.1,"            Household items and bills, overdrafts",20,Non-consumption expenditure,"Household items and bills, overdrafts,             Household items and bills, overdrafts, Non-consumption expenditure"
379,35.1.1.1.1,High value item,35.1.1.1.1,            HIGH COST ITEMS £5000+: FOR DIARY USE ONLY,20,Non-consumption expenditure,"High value item,             HIGH COST ITEMS £5000+: FOR DIARY USE ONLY, Non-consumption expenditure"
380,3.1.1.1.1,Clothing materials,3.1.1.1.1,            Clothing materials,3,Clothing and footwear,"Clothing materials,             Clothing materials, Clothing and footwear"
381,3.1.2.1.1,Men's outer garments,3.1.2.1.1,"            Mens outerwear eg coat, shirt, trousers, jumper",3,Clothing and footwear,"Men's outer garments,             Mens outerwear eg coat, shirt, trousers, jumper, Clothing and footwear"
382,3.1.2.1.2,Men's under garments,3.1.2.1.2,"            Mens underwear incl pyjamas, socks, vest",3,Clothing and footwear,"Men's under garments,             Mens underwear incl pyjamas, socks, vest, Clothing and footwear"
383,3.1.2.2.1,Women's outer garments,3.1.2.2.1,"            Womens outerwear eg coat, blouse, skirt, leggings",3,Clothing and footwear,"Women's outer garments,             Womens outerwear eg coat, blouse, skirt, leggings, Clothing and footwear"
384,3.1.2.2.2,Women's under garments,3.1.2.2.2,"            Womens underwear incl socks, tights, pyjamas, lingerie",3,Clothing and footwear,"Women's under garments,             Womens underwear incl socks, tights, pyjamas, lingerie, Clothing and footwear"
385,3.1.2.3.1,Boys' outer garments (5-15),3.1.2.3.1,"            Boys outerwear (aged 5-15 yrs) eg coat, shirt etc",3,Clothing and footwear,"Boys' outer garments (5-15),             Boys outerwear (aged 5-15 yrs) eg coat, shirt etc, Clothing and footwear"
386,3.1.2.3.2,Girls' outer garments (5-15),3.1.2.3.2,"            Girls outerwear (aged 5-15 yrs) eg dress, jumper, etc",3,Clothing and footwear,"Girls' outer garments (5-15),             Girls outerwear (aged 5-15 yrs) eg dress, jumper, etc, Clothing and footwear"
387,3.1.2.3.3,Infants' outer garments (Under5),3.1.2.3.3,            Infants outerwear (aged 4 yrs or under) eg romper,3,Clothing and footwear,"Infants' outer garments (Under5),             Infants outerwear (aged 4 yrs or under) eg romper, Clothing and footwear"
388,3.1.2.3.4,Children's under garments (Under 16),3.1.2.3.4,            Childrens underwear (15 yrs or under) eg sleep suit,3,Clothing and footwear,"Children's under garments (Under 16),             Childrens underwear (15 yrs or under) eg sleep suit, Clothing and footwear"
389,3.1.3.1.1,Men's accessories,3.1.3.1.1,"            Mens accessories eg tie, gloves, belt",3,Clothing and footwear,"Men's accessories,             Mens accessories eg tie, gloves, belt, Clothing and footwear"
390,3.1.3.1.2,Women's accessories,3.1.3.1.2,"            Womens accessories eg gloves, scarf",3,Clothing and footwear,"Women's accessories,             Womens accessories eg gloves, scarf, Clothing and footwear"
391,3.1.3.1.3,Children's' accessories,3.1.3.1.3,"            Childrens (15yrs or under) accessories eg bib, gloves, hat",3,Clothing and footwear,"Children's' accessories,             Childrens (15yrs or under) accessories eg bib, gloves, hat, Clothing and footwear"
392,3.1.3.1.4,Haberdashery,3.1.3.1.4,"            Haberdashery eg buttons, thread, wool",3,Clothing and footwear,"Haberdashery,             Haberdashery eg buttons, thread, wool, Clothing and footwear"
393,3.1.3.1.5,Protective headgear (crash helmets),3.1.3.1.5,            Protective headgear eg crash helmets,3,Clothing and footwear,"Protective headgear (crash helmets),             Protective headgear eg crash helmets, Clothing and footwear"
394,3.1.4.1.1,Clothing hire,3.1.4.1.1,"            Clothing hire eg hire of dinner jacket, fancy dress",3,Clothing and footwear,"Clothing hire,             Clothing hire eg hire of dinner jacket, fancy dress, Clothing and footwear"
395,3.1.4.1.2,Dry cleaners and dyeing,3.1.4.1.2,            Dry cleaners & dyeing,3,Clothing and footwear,"Dry cleaners and dyeing,             Dry cleaners & dyeing, Clothing and footwear"
396,3.1.4.1.3,"Laundry, laundrettes",3.1.4.1.3,"            Laundry, launderettes",3,Clothing and footwear,"Laundry, laundrettes,             Laundry, launderettes, Clothing and footwear"
397,3.2.1.1.1,Footwear for men,3.2.1.1.1,"            Footwear for men incl trainers, slippers, insoles",3,Clothing and footwear,"Footwear for men,             Footwear for men incl trainers, slippers, insoles, Clothing and footwear"
398,3.2.1.2.1,Footwear for women,3.2.1.2.1,"            Footwear for women incl trainers, slippers, insoles",3,Clothing and footwear,"Footwear for women,             Footwear for women incl trainers, slippers, insoles, Clothing and footwear"
399,3.2.1.3.1,Footwear for children (5 to 15 years) and infants (Under 5 years),3.2.1.3.1,"            Footwear for children incl baby boots, wellingtons",3,Clothing and footwear,"Footwear for children (5 to 15 years) and infants (Under 5 years),             Footwear for children incl baby boots, wellingtons, Clothing and footwear"
400,3.2.2.1.1,Repair and hire of footwear,3.2.2.1.1,            Footwear repair & hire,3,Clothing and footwear,"Repair and hire of footwear,             Footwear repair & hire, Clothing and footwear"
401,4.1.1.1.1,Rent,4.1.1.1.1,            Rent,4,"Housing, water, electricity, gas and other fuels","Rent,             Rent, Housing, water, electricity, gas and other fuels"
402,4.1.1.1.2,Ground rent,4.1.1.1.2,            Ground Rent,4,"Housing, water, electricity, gas and other fuels","Ground rent,             Ground Rent, Housing, water, electricity, gas and other fuels"
403,4.1.2.1.1,Second dwelling: rent,4.1.2.1.1,            Second dwelling rent,4,"Housing, water, electricity, gas and other fuels","Second dwelling: rent,             Second dwelling rent, Housing, water, electricity, gas and other fuels"
404,4.1.2.1.1,Second dwelling: rent,4.2.1.1.1,            Imputed rental for owner-occupiers,4,"Housing, water, electricity, gas and other fuels","Second dwelling: rent,             Imputed rental for owner-occupiers, Housing, water, electricity, gas and other fuels"
405,4.1.2.1.1,Second dwelling: rent,4.2.2.1.1,            Imputed rentals of households housed free,4,"Housing, water, electricity, gas and other fuels","Second dwelling: rent,             Imputed rentals of households housed free, Housing, water, electricity, gas and other fuels"
406,4.1.2.1.1,Second dwelling: rent,4.2.2.2.1,            Imputed rentals for secondary residences,4,"Housing, water, electricity, gas and other fuels","Second dwelling: rent,             Imputed rentals for secondary residences, Housing, water, electricity, gas and other fuels"
407,4.3.1.1.1,"Paint, wallpaper, timber",4.3.1.1.1,"            Paint, wallpaper, timber, plaster",4,"Housing, water, electricity, gas and other fuels","Paint, wallpaper, timber,             Paint, wallpaper, timber, plaster, Housing, water, electricity, gas and other fuels"
408,4.3.1.1.2,"Equipment hire, small materials",4.3.1.1.2,"            Equipment hire, small materials incl putty, sandpaper, sealant",4,"Housing, water, electricity, gas and other fuels","Equipment hire, small materials,             Equipment hire, small materials incl putty, sandpaper, sealant, Housing, water, electricity, gas and other fuels"
409,4.3.2.1.1,Central heating maintenance,4.3.2.1.1,            Central heating maintenance,4,"Housing, water, electricity, gas and other fuels","Central heating maintenance,             Central heating maintenance, Housing, water, electricity, gas and other fuels"
410,4.3.2.1.2,Other services for maintenance and repair of the dwelling,4.3.2.1.2,"            Other services eg decorating, plumbing, roof repair",4,"Housing, water, electricity, gas and other fuels","Other services for maintenance and repair of the dwelling,             Other services eg decorating, plumbing, roof repair, Housing, water, electricity, gas and other fuels"
411,4.4.1.1.1,Water supply,4.4.1.1.1,            Water supply rates & charges - main dwelling only,4,"Housing, water, electricity, gas and other fuels","Water supply,             Water supply rates & charges - main dwelling only, Housing, water, electricity, gas and other fuels"
412,4.4.1.1.2,Water supply rates and charges - second dwelling only,4.4.1.1.2,            Water supply rates & charges - second dwelling,4,"Housing, water, electricity, gas and other fuels","Water supply rates and charges - second dwelling only,             Water supply rates & charges - second dwelling, Housing, water, electricity, gas and other fuels"
413,4.4.2.1.1,"Refuse collection, including skip hire",4.4.2.1.1,"            Refuse collection, incl skip hire",4,"Housing, water, electricity, gas and other fuels","Refuse collection, including skip hire,             Refuse collection, incl skip hire, Housing, water, electricity, gas and other fuels"
414,4.4.3.1.1,Sewerage collection and disposal,4.4.3.1.1,            Sewage collection and disposal,4,"Housing, water, electricity, gas and other fuels","Sewerage collection and disposal,             Sewage collection and disposal, Housing, water, electricity, gas and other fuels"
415,4.4.4.1.1,Other services relating to the dwelling n.e.s,4.4.4.1.1,            Other services relating to dwelling,4,"Housing, water, electricity, gas and other fuels","Other services relating to the dwelling n.e.s,             Other services relating to dwelling, Housing, water, electricity, gas and other fuels"
416,4.5.1.1.1,Electricity account payment,4.5.1.1.1,            Electricity account payment,4,"Housing, water, electricity, gas and other fuels","Electricity account payment,             Electricity account payment, Housing, water, electricity, gas and other fuels"
417,4.5.1.1.2,Second dwelling: electricity account payments,4.5.1.1.2,            Second dwelling electricity account payments,4,"Housing, water, electricity, gas and other fuels","Second dwelling: electricity account payments,             Second dwelling electricity account payments, Housing, water, electricity, gas and other fuels"
418,4.5.1.1.3,Electricity board budgeting payments,4.5.1.1.3,            Electricity board budgeting payments,4,"Housing, water, electricity, gas and other fuels","Electricity board budgeting payments,             Electricity board budgeting payments, Housing, water, electricity, gas and other fuels"
419,4.5.1.1.4,Electricity slot meter payment,4.5.1.1.4,            Electricity slot meter payment,4,"Housing, water, electricity, gas and other fuels","Electricity slot meter payment,             Electricity slot meter payment, Housing, water, electricity, gas and other fuels"
420,4.5.2.1.1,Gas account payment,4.5.2.1.1,            Gas account payment,4,"Housing, water, electricity, gas and other fuels","Gas account payment,             Gas account payment, Housing, water, electricity, gas and other fuels"
421,4.5.2.1.2,Second dwelling: gas account payment,4.5.2.1.2,            Second dwelling gas account payments,4,"Housing, water, electricity, gas and other fuels","Second dwelling: gas account payment,             Second dwelling gas account payments, Housing, water, electricity, gas and other fuels"
422,4.5.2.1.3,Gas board budgeting payments,4.5.2.1.3,            Gas board budgeting payments,4,"Housing, water, electricity, gas and other fuels","Gas board budgeting payments,             Gas board budgeting payments, Housing, water, electricity, gas and other fuels"
423,4.5.2.1.4,Gas slot meter payment,4.5.2.1.4,            Gas slot meter payment,4,"Housing, water, electricity, gas and other fuels","Gas slot meter payment,             Gas slot meter payment, Housing, water, electricity, gas and other fuels"
424,4.5.2.2.1,Bottled gas for central heating,4.5.2.2.1,            Bottled gas for central heating,4,"Housing, water, electricity, gas and other fuels","Bottled gas for central heating,             Bottled gas for central heating, Housing, water, electricity, gas and other fuels"
425,4.5.2.2.2,Bottled gas - other,4.5.2.2.2,            Other bottled gas eg propane,4,"Housing, water, electricity, gas and other fuels","Bottled gas - other,             Other bottled gas eg propane, Housing, water, electricity, gas and other fuels"
426,4.5.3.1.1,Central heating oil,4.5.3.1.1,            Central Heating Oil,4,"Housing, water, electricity, gas and other fuels","Central heating oil,             Central Heating Oil, Housing, water, electricity, gas and other fuels"
427,4.5.3.1.2,Paraffin,4.5.3.1.2,            Paraffin and other liquid fuels,4,"Housing, water, electricity, gas and other fuels","Paraffin,             Paraffin and other liquid fuels, Housing, water, electricity, gas and other fuels"
428,4.5.4.1.1,Coal and coke,4.5.4.1.1,"            Coal and coke incl barbecue fuel, briquettes",4,"Housing, water, electricity, gas and other fuels","Coal and coke,             Coal and coke incl barbecue fuel, briquettes, Housing, water, electricity, gas and other fuels"
429,4.5.4.1.2,Wood and peat,4.5.4.1.2,"            Wood and Peat incl firewood, logs",4,"Housing, water, electricity, gas and other fuels","Wood and peat,             Wood and Peat incl firewood, logs, Housing, water, electricity, gas and other fuels"
430,4.5.5.1.1,Ice,4.5.5.1.1,"            Hot water, steam and ice",4,"Housing, water, electricity, gas and other fuels","Ice,             Hot water, steam and ice, Housing, water, electricity, gas and other fuels"
431,5.1.1.1.1,Household furniture and furnishings,5.1.1.1.1,"            Household furniture/ furnishings eg chair, table, light, cupboard",5,"Furnishings, household equipment and routine maintenance of house","Household furniture and furnishings,             Household furniture/ furnishings eg chair, table, light, cupboard, Furnishings, household equipment and routine maintenance of house"
432,5.1.1.1.3,Fancy/decorative goods,5.1.1.1.3,"            Fancy & decorative goods inc mirrors, vases",5,"Furnishings, household equipment and routine maintenance of house","Fancy/decorative goods,             Fancy & decorative goods inc mirrors, vases, Furnishings, household equipment and routine maintenance of house"
433,5.1.1.1.4,Garden furniture,5.1.1.1.4,"            Garden furniture eg deck chair, garden table",5,"Furnishings, household equipment and routine maintenance of house","Garden furniture,             Garden furniture eg deck chair, garden table, Furnishings, household equipment and routine maintenance of house"
434,5.1.2.1.1,Carpets and rugs,5.1.2.1.1,            Carpets and rugs,5,"Furnishings, household equipment and routine maintenance of house","Carpets and rugs,             Carpets and rugs, Furnishings, household equipment and routine maintenance of house"
435,5.1.2.1.2,Hard floor coverings,5.1.2.1.2,"            Hard floor coverings eg linoleum, vinyl floor covering",5,"Furnishings, household equipment and routine maintenance of house","Hard floor coverings,             Hard floor coverings eg linoleum, vinyl floor covering, Furnishings, household equipment and routine maintenance of house"
436,5.1.3.1.1,"Repair of furniture, furnishings and floor coverings.",5.1.3.1.1,            Furniture recovering and repairs,5,"Furnishings, household equipment and routine maintenance of house","Repair of furniture, furnishings and floor coverings.,             Furniture recovering and repairs, Furnishings, household equipment and routine maintenance of house"
437,5.2.1.1.1,Bedroom textiles including duvets and pillows,5.2.1.1.1,"            Bedroom textiles eg duvet, pilowcase",5,"Furnishings, household equipment and routine maintenance of house","Bedroom textiles including duvets and pillows,             Bedroom textiles eg duvet, pilowcase, Furnishings, household equipment and routine maintenance of house"
438,5.2.1.1.2,"Other household textiles, including cushions, towels, curtains",5.2.1.1.2,"            Other household textiles eg curtains, towel, cushion",5,"Furnishings, household equipment and routine maintenance of house","Other household textiles, including cushions, towels, curtains,             Other household textiles eg curtains, towel, cushion, Furnishings, household equipment and routine maintenance of house"
439,5.3.1.1.1,"Refrigerators, freezers and fridge-freezers",5.3.1.1.1,            Electric refrigerators and freezers,5,"Furnishings, household equipment and routine maintenance of house","Refrigerators, freezers and fridge-freezers,             Electric refrigerators and freezers, Furnishings, household equipment and routine maintenance of house"
440,5.3.1.2.1,Clothes washing machines and clothes drying machines,5.3.1.2.1,"            Electric washing machines, spin and tumble dryers",5,"Furnishings, household equipment and routine maintenance of house","Clothes washing machines and clothes drying machines,             Electric washing machines, spin and tumble dryers, Furnishings, household equipment and routine maintenance of house"
441,5.3.1.2.2,Dish washing machines,5.3.1.2.2,            Dishwasher,5,"Furnishings, household equipment and routine maintenance of house","Dish washing machines,             Dishwasher, Furnishings, household equipment and routine maintenance of house"
442,5.3.1.3.1,Gas cookers,5.3.1.3.1,            Gas cooker,5,"Furnishings, household equipment and routine maintenance of house","Gas cookers,             Gas cooker, Furnishings, household equipment and routine maintenance of house"
443,5.3.1.3.2,Electric cookers and combined electric/gas cookers,5.3.1.3.2,            Electric cooker and combined electric/gas,5,"Furnishings, household equipment and routine maintenance of house","Electric cookers and combined electric/gas cookers,             Electric cooker and combined electric/gas, Furnishings, household equipment and routine maintenance of house"
444,5.3.1.3.3,Microwave ovens,5.3.1.3.3,            Microwave ovens,5,"Furnishings, household equipment and routine maintenance of house","Microwave ovens,             Microwave ovens, Furnishings, household equipment and routine maintenance of house"
445,5.3.1.4.1,"Heaters, air conditioners, shower units",5.3.1.4.1,"            Heaters, air conditioners, humidifiers, fires & fans",5,"Furnishings, household equipment and routine maintenance of house","Heaters, air conditioners, shower units,             Heaters, air conditioners, humidifiers, fires & fans, Furnishings, household equipment and routine maintenance of house"
446,5.3.1.5.1,Vacuum cleaners and steam cleaners,5.3.1.5.1,"            Cleaning equipment eg hoover, steam carpet cleaner",5,"Furnishings, household equipment and routine maintenance of house","Vacuum cleaners and steam cleaners,             Cleaning equipment eg hoover, steam carpet cleaner, Furnishings, household equipment and routine maintenance of house"
447,5.3.1.6.1,Sewing and knitting machines,5.3.1.6.1,            Sewing and knitting machines,5,"Furnishings, household equipment and routine maintenance of house","Sewing and knitting machines,             Sewing and knitting machines, Furnishings, household equipment and routine maintenance of house"
448,5.3.1.7.1,"Fire extinguisher, water softener, safes etc",5.3.1.7.1,"            Fire extinguisher, water softener, safes, etc",5,"Furnishings, household equipment and routine maintenance of house","Fire extinguisher, water softener, safes etc,             Fire extinguisher, water softener, safes, etc, Furnishings, household equipment and routine maintenance of house"
449,5.3.2.1.1,"Small electric household appliances, excluding hairdryers",5.3.2.1.1,"            Small electric hsehold appliances eg kettle, toaster, iron",5,"Furnishings, household equipment and routine maintenance of house","Small electric household appliances, excluding hairdryers,             Small electric hsehold appliances eg kettle, toaster, iron, Furnishings, household equipment and routine maintenance of house"
450,5.3.3.1.1,Spare parts: gas and electric appliances,5.3.3.1.1,            Gas and electric appliance spare parts,5,"Furnishings, household equipment and routine maintenance of house","Spare parts: gas and electric appliances,             Gas and electric appliance spare parts, Furnishings, household equipment and routine maintenance of house"
451,5.3.3.1.2,Electrical appliance repairs,5.3.3.1.2,            Repairs and insurance for electrical appliances,5,"Furnishings, household equipment and routine maintenance of house","Electrical appliance repairs,             Repairs and insurance for electrical appliances, Furnishings, household equipment and routine maintenance of house"
452,5.3.3.1.3,Gas appliance repairs,5.3.3.1.3,            Repairs and insurance for gas appliances,5,"Furnishings, household equipment and routine maintenance of house","Gas appliance repairs,             Repairs and insurance for gas appliances, Furnishings, household equipment and routine maintenance of house"
453,5.3.3.1.4,Rental/hire of major household appliances,5.3.3.1.4,            Rental/hire of household appliances,5,"Furnishings, household equipment and routine maintenance of house","Rental/hire of major household appliances,             Rental/hire of household appliances, Furnishings, household equipment and routine maintenance of house"
454,5.4.1.1.1,"Glassware, china and pottery",5.4.1.1.1,"            Glassware, china, pottery eg cup, plate, glass",5,"Furnishings, household equipment and routine maintenance of house","Glassware, china and pottery,             Glassware, china, pottery eg cup, plate, glass, Furnishings, household equipment and routine maintenance of house"
455,5.4.1.2.1,Cutlery and silverware,5.4.1.2.1,"            Cutlery, flatware and silverware eg knife, fork",5,"Furnishings, household equipment and routine maintenance of house","Cutlery and silverware,             Cutlery, flatware and silverware eg knife, fork, Furnishings, household equipment and routine maintenance of house"
456,5.4.1.3.1,Kitchen utensils,5.4.1.3.1,"            Kitchen utensils only eg pan, scales, oven dish, tupperware",5,"Furnishings, household equipment and routine maintenance of house","Kitchen utensils,             Kitchen utensils only eg pan, scales, oven dish, tupperware, Furnishings, household equipment and routine maintenance of house"
457,5.4.1.3.2,Storage and other durable household articles,5.4.1.3.2,"            Other durable household articles incl storage, eg laundry basket, ironing board",5,"Furnishings, household equipment and routine maintenance of house","Storage and other durable household articles,             Other durable household articles incl storage, eg laundry basket, ironing board, Furnishings, household equipment and routine maintenance of house"
458,5.4.1.4.1,"Repair of glassware, tableware and household utensils",5.4.1.4.1,"            Repair of glassware, tableware, utensils",5,"Furnishings, household equipment and routine maintenance of house","Repair of glassware, tableware and household utensils,             Repair of glassware, tableware, utensils, Furnishings, household equipment and routine maintenance of house"
459,5.5.1.1.1,Electrical tools,5.5.1.1.1,"            Electrical tools eg saw, drill, hedge cutter",5,"Furnishings, household equipment and routine maintenance of house","Electrical tools,             Electrical tools eg saw, drill, hedge cutter, Furnishings, household equipment and routine maintenance of house"
460,5.5.1.1.2,Lawn mowers and related accessories,5.5.1.1.2,            Lawn mowers,5,"Furnishings, household equipment and routine maintenance of house","Lawn mowers and related accessories,             Lawn mowers, Furnishings, household equipment and routine maintenance of house"
461,5.5.2.1.1,Small tools,5.5.2.1.1,"            Small tools eg hammer, spanner, saw",5,"Furnishings, household equipment and routine maintenance of house","Small tools,             Small tools eg hammer, spanner, saw, Furnishings, household equipment and routine maintenance of house"
462,5.5.2.1.2,"Door, electrical and other fittings",5.5.2.1.2,"            Door, electrical and other fittings eg hook, socket",5,"Furnishings, household equipment and routine maintenance of house","Door, electrical and other fittings,             Door, electrical and other fittings eg hook, socket, Furnishings, household equipment and routine maintenance of house"
463,5.5.2.1.3,Garden tools and equipment,5.5.2.1.3,"            Garden tools and accessories eg barbecues, wheel barrows, trowel, hose",5,"Furnishings, household equipment and routine maintenance of house","Garden tools and equipment,             Garden tools and accessories eg barbecues, wheel barrows, trowel, hose, Furnishings, household equipment and routine maintenance of house"
464,5.5.2.1.4,Electrical consumables,5.5.2.1.4,"            Electrical consumables eg batteries, bulb, fuse",5,"Furnishings, household equipment and routine maintenance of house","Electrical consumables,             Electrical consumables eg batteries, bulb, fuse, Furnishings, household equipment and routine maintenance of house"
465,5.6.1.1.1,"Detergents, washing-up liquid, washing powder",5.6.1.1.1,"            Detergents, washing-up liquid, washing powder",5,"Furnishings, household equipment and routine maintenance of house","Detergents, washing-up liquid, washing powder,             Detergents, washing-up liquid, washing powder, Furnishings, household equipment and routine maintenance of house"
466,5.6.1.1.2,"Disinfectants, polishes, other cleaning materials and some pest control products",5.6.1.1.2,"            Disinfectants, polishes, other cleaning materials",5,"Furnishings, household equipment and routine maintenance of house","Disinfectants, polishes, other cleaning materials and some pest control products,             Disinfectants, polishes, other cleaning materials, Furnishings, household equipment and routine maintenance of house"
467,5.6.1.2.1,Kitchen disposables,5.6.1.2.1,"            Kitchen disposables eg bin liners, kitchen towel",5,"Furnishings, household equipment and routine maintenance of house","Kitchen disposables,             Kitchen disposables eg bin liners, kitchen towel, Furnishings, household equipment and routine maintenance of house"
468,5.6.1.2.2,"Household hardware and appliances, matches",5.6.1.2.2,"            Other household items eg brush, dustpan, scissors, duster",5,"Furnishings, household equipment and routine maintenance of house","Household hardware and appliances, matches,             Other household items eg brush, dustpan, scissors, duster, Furnishings, household equipment and routine maintenance of house"
469,5.6.1.2.3,"Kitchen gloves, cloths etc",5.6.1.2.3,"            Kitchen gloves, cloths, scourers etc",5,"Furnishings, household equipment and routine maintenance of house","Kitchen gloves, cloths etc,             Kitchen gloves, cloths, scourers etc, Furnishings, household equipment and routine maintenance of house"
470,5.6.1.2.4,"Pins, needles and tape measure",5.6.1.2.4,"            Haberdashery eg pins, needles, tape measure",5,"Furnishings, household equipment and routine maintenance of house","Pins, needles and tape measure,             Haberdashery eg pins, needles, tape measure, Furnishings, household equipment and routine maintenance of house"
471,5.6.1.2.5,"Nails, nuts, bolts, washers, tape and glue etc",5.6.1.2.5,"            Nails, nuts, bolts, washers, masking tape, glue etc",5,"Furnishings, household equipment and routine maintenance of house","Nails, nuts, bolts, washers, tape and glue etc,             Nails, nuts, bolts, washers, masking tape, glue etc, Furnishings, household equipment and routine maintenance of house"
472,5.6.2.1.1,"Domestic services, including cleaners, gardeners, au pairs",5.6.2.1.1,"            Domestic services, incl cleaners, gardeners",5,"Furnishings, household equipment and routine maintenance of house","Domestic services, including cleaners, gardeners, au pairs,             Domestic services, incl cleaners, gardeners, Furnishings, household equipment and routine maintenance of house"
473,5.6.2.2.1,"Cleaning of carpets, curtains and household linen",5.6.2.2.1,"            Cleaning of carpets, curtains and household linen",5,"Furnishings, household equipment and routine maintenance of house","Cleaning of carpets, curtains and household linen,             Cleaning of carpets, curtains and household linen, Furnishings, household equipment and routine maintenance of house"
474,5.6.2.2.2,Other household services,5.6.2.2.2,"            Other household services eg ironing service, window cleaner",5,"Furnishings, household equipment and routine maintenance of house","Other household services,             Other household services eg ironing service, window cleaner, Furnishings, household equipment and routine maintenance of house"
475,5.6.2.2.3,Hire of household furniture and furnishings,5.6.2.2.3,            Hire of household furniture and furnishings,5,"Furnishings, household equipment and routine maintenance of house","Hire of household furniture and furnishings,             Hire of household furniture and furnishings, Furnishings, household equipment and routine maintenance of house"
